P10_001N,P10_002N,P10_003N,P10_004N,P10_005N,P10_006N,P10_007N,P10_008N,P10_009N,state,county,tract,block
76,73,0,73,0,0,0,0,3,42,101,010000,4013
33,33,1,28,0,4,0,0,0,42,101,010000,4014
15,14,0,11,0,3,0,0,1,42,101,010000,4015
67,67,9,22,5,2,1,28,0,42,101,015600,1002
3,2,0,0,0,2,0,0,1,42,101,015600,1003
0,0,0,0,0,0,0,0,0,42,101,015600,1004
0,0,0,0,0,0,0,0,0,42,101,015600,1005
75,71,2,69,0,0,0,0,4,42,101,017202,4005
56,54,5,48,0,0,0,1,2,42,101,017202,4006
56,56,0,55,0,0,0,1,0,42,101,017202,4007
58,53,0,53,0,0,0,0,5,42,101,017202,4008
36,35,0,34,1,0,0,0,1,42,101,017202,4009
108,107,2,102,0,0,0,3,1,42,101,017300,1000
29,29,1,28,0,0,0,0,0,42,101,017300,1001
63,62,0,61,0,1,0,0,1,42,101,017300,1002
73,67,1,61,0,0,0,5,6,42,101,017300,1003
47,47,0,47,0,0,0,0,0,42,101,017300,1004
65,65,4,60,0,0,0,1,0,42,101,017300,1005
77,77,4,72,0,1,0,0,0,42,101,017300,1006
57,57,1,56,0,0,0,0,0,42,101,017300,1007
82,82,2,80,0,0,0,0,0,42,101,017300,1008
59,59,5,49,0,0,0,5,0,42,101,017300,1009
47,45,0,43,0,2,0,0,2,42,101,017300,1010
103,93,0,93,0,0,0,0,10,42,101,017300,1011
20,20,1,19,0,0,0,0,0,42,101,017300,2000
0,0,0,0,0,0,0,0,0,42,101,017300,2001
99,96,6,86,0,0,0,4,3,42,101,017300,2002
0,0,0,0,0,0,0,0,0,42,101,017300,2003
12,10,1,7,0,0,0,2,2,42,101,017300,2004
47,47,0,43,0,0,0,4,0,42,101,017300,2005
31,31,0,31,0,0,0,0,0,42,101,017300,2006
17,15,1,7,0,7,0,0,2,42,101,017300,2007
3,0,0,0,0,0,0,0,3,42,101,017300,2008
44,44,0,44,0,0,0,0,0,42,101,017300,2012
0,0,0,0,0,0,0,0,0,42,101,017300,2009
14,13,0,12,0,0,0,1,1,42,101,017300,2010
57,52,0,52,0,0,0,0,5,42,101,017300,2011
20,20,0,19,0,1,0,0,0,42,101,017300,2013
36,36,0,35,0,0,0,1,0,42,101,017300,2014
37,33,0,29,0,2,0,2,4,42,101,017300,2015
0,0,0,0,0,0,0,0,0,42,101,017300,2016
11,10,0,8,1,0,0,1,1,42,101,017300,3000
0,0,0,0,0,0,0,0,0,42,101,017300,3001
0,0,0,0,0,0,0,0,0,42,101,017300,3002
0,0,0,0,0,0,0,0,0,42,101,017300,3003
11,10,0,5,0,3,0,2,1,42,101,017300,3004
10,7,0,4,0,0,0,3,3,42,101,017300,3005
0,0,0,0,0,0,0,0,0,42,101,017300,3006
0,0,0,0,0,0,0,0,0,42,101,017300,3007
12,9,4,5,0,0,0,0,3,42,101,017300,3008
2,2,0,2,0,0,0,0,0,42,101,017300,3009
71,71,0,71,0,0,0,0,0,42,101,017300,3010
47,47,1,45,0,0,0,1,0,42,101,017300,3011
54,54,0,52,0,2,0,0,0,42,101,017300,3012
51,47,10,32,0,5,0,0,4,42,101,010000,4016
0,0,0,0,0,0,0,0,0,42,101,010000,4017
88,85,9,76,0,0,0,0,3,42,101,010000,4018
96,96,0,95,0,0,0,1,0,42,101,010000,4019
112,112,6,104,0,1,0,1,0,42,101,010000,4020
114,108,0,104,1,0,0,3,6,42,101,010100,1000
120,120,0,120,0,0,0,0,0,42,101,010100,1001
81,75,0,68,0,0,0,7,6,42,101,010100,1002
114,109,2,105,0,2,0,0,5,42,101,010100,1003
82,81,0,81,0,0,0,0,1,42,101,010100,1004
141,132,7,121,0,0,0,4,9,42,101,010100,1005
96,93,0,92,0,0,0,1,3,42,101,010100,2000
90,85,3,82,0,0,0,0,5,42,101,010100,2001
85,84,0,78,0,4,0,2,1,42,101,010100,2002
61,47,25,21,0,0,0,1,14,42,101,015300,4003
58,54,31,14,0,6,0,3,4,42,101,015300,4000
96,88,33,46,2,4,0,3,8,42,101,015300,4001
34,29,14,8,0,0,0,7,5,42,101,015300,4002
75,71,34,34,0,3,0,0,4,42,101,015300,4004
311,293,159,111,0,17,0,6,18,42,101,015300,4005
186,176,79,76,8,6,0,7,10,42,101,015300,4006
59,56,18,30,0,5,0,3,3,42,101,015300,4007
162,159,56,83,0,12,0,8,3,42,101,015300,4008
274,253,151,85,1,13,0,3,21,42,101,015300,4009
165,144,72,64,1,1,0,6,21,42,101,015300,4010
185,181,107,60,0,5,0,9,4,42,101,015300,4011
152,146,103,21,0,12,0,10,6,42,101,015300,4012
13,11,2,6,0,0,0,3,2,42,101,015300,4013
16,16,7,0,0,8,0,1,0,42,101,015300,4014
223,216,163,42,0,8,1,2,7,42,101,015300,4015
295,277,174,80,0,22,0,1,18,42,101,015300,4016
273,254,183,59,0,12,0,0,19,42,101,015300,4017
30,28,12,16,0,0,0,0,2,42,101,015300,4018
7,6,3,3,0,0,0,0,1,42,101,015600,1000
59,47,7,21,0,1,0,18,12,42,101,015600,1001
40,39,0,39,0,0,0,0,1,42,101,011300,2001
30,29,2,27,0,0,0,0,1,42,101,011300,2002
51,51,4,46,0,1,0,0,0,42,101,011300,2003
109,106,3,102,1,0,0,0,3,42,101,011300,2004
85,80,0,79,0,0,0,1,5,42,101,011300,2005
59,57,0,57,0,0,0,0,2,42,101,011300,2006
57,55,2,50,0,0,0,3,2,42,101,011300,2007
50,49,1,48,0,0,0,0,1,42,101,011300,2008
55,53,0,51,0,2,0,0,2,42,101,011300,2009
24,23,0,23,0,0,0,0,1,42,101,011300,2010
51,46,0,45,0,1,0,0,5,42,101,011300,2011
87,84,2,80,0,0,0,2,3,42,101,011300,3000
173,170,0,164,0,0,0,6,3,42,101,011300,3001
164,158,5,151,0,0,0,2,6,42,101,011300,3002
93,91,2,88,1,0,0,0,2,42,101,011300,3003
13,6,1,4,1,0,0,0,7,42,101,016300,2012
32,31,14,9,0,0,1,7,1,42,101,016300,2009
0,0,0,0,0,0,0,0,0,42,101,016300,2010
0,0,0,0,0,0,0,0,0,42,101,016300,2011
18,13,0,3,0,0,0,10,5,42,101,016300,2013
21,20,8,6,0,0,0,6,1,42,101,016300,2014
4,4,2,0,2,0,0,0,0,42,101,016300,2015
48,37,3,16,0,1,0,17,11,42,101,016300,2016
21,16,3,5,1,2,0,5,5,42,101,016300,2017
0,0,0,0,0,0,0,0,0,42,101,016300,2018
0,0,0,0,0,0,0,0,0,42,101,016300,2019
13,11,4,2,0,0,0,5,2,42,101,016300,2020
18,15,0,2,0,0,0,13,3,42,101,016300,2021
46,37,1,5,0,0,0,31,9,42,101,016300,2022
62,58,16,10,0,0,0,32,4,42,101,016300,2023
62,56,17,6,1,6,0,26,6,42,101,016300,2024
55,50,10,7,0,0,0,33,5,42,101,016300,2025
63,55,11,10,0,10,0,24,8,42,101,016300,2026
42,38,14,1,0,4,0,19,4,42,101,016300,2027
8,3,0,0,0,2,0,1,5,42,101,016300,2028
0,0,0,0,0,0,0,0,0,42,101,000600,2004
821,731,571,33,0,113,0,14,90,42,101,000600,2001
0,0,0,0,0,0,0,0,0,42,101,000600,2002
70,70,2,68,0,0,0,0,0,42,101,017100,4006
1,1,0,1,0,0,0,0,0,42,101,017100,4007
0,0,0,0,0,0,0,0,0,42,101,017100,4008
72,70,27,22,0,0,0,21,2,42,101,017800,3014
77,72,46,11,0,1,0,14,5,42,101,017800,3011
56,49,14,10,0,0,0,25,7,42,101,017800,3012
147,132,34,39,1,5,1,52,15,42,101,017800,3013
43,35,14,8,0,5,0,8,8,42,101,017800,3015
78,73,29,17,0,0,0,27,5,42,101,017800,3016
78,74,18,18,0,1,0,37,4,42,101,017800,3017
50,47,8,14,0,0,0,25,3,42,101,017800,3018
45,39,16,11,0,0,0,12,6,42,101,017800,4000
111,97,27,27,0,1,0,42,14,42,101,017800,4001
95,87,18,35,0,1,0,33,8,42,101,017800,4002
54,44,15,11,2,1,0,15,10,42,101,017800,4003
95,90,37,23,0,3,0,27,5,42,101,017800,4004
51,41,23,7,0,0,0,11,10,42,101,017800,4005
17,17,6,2,2,0,0,7,0,42,101,017800,4006
53,47,27,12,3,2,0,3,6,42,101,017800,4007
36,27,4,10,0,2,0,11,9,42,101,017800,4008
59,57,15,11,1,4,0,26,2,42,101,017800,4009
78,76,35,12,0,6,0,23,2,42,101,017800,4010
89,79,17,36,1,2,0,23,10,42,101,017800,4011
29,28,1,12,0,1,0,14,1,42,101,017800,4012
37,35,15,15,0,0,0,5,2,42,101,017800,4013
44,39,12,13,0,1,0,13,5,42,101,017800,4014
42,33,17,5,0,0,0,11,9,42,101,017800,4015
177,167,66,48,1,1,0,51,10,42,101,017800,4016
19,15,9,0,0,0,0,6,4,42,101,017800,4017
13,12,2,4,0,1,0,5,1,42,101,017800,4018
55,49,31,10,0,1,0,7,6,42,101,017800,4019
0,0,0,0,0,0,0,0,0,42,101,017800,4020
0,0,0,0,0,0,0,0,0,42,101,017900,1000
81,72,28,13,2,1,0,28,9,42,101,017900,1001
63,54,26,17,0,3,0,8,9,42,101,017900,1002
109,94,20,43,0,1,0,30,15,42,101,017900,1003
50,43,15,8,3,0,0,17,7,42,101,017900,1004
56,48,9,19,0,0,0,20,8,42,101,017900,1005
125,116,21,50,0,9,0,36,9,42,101,030200,4010
22,21,17,4,0,0,0,0,1,42,101,030200,4007
22,20,2,17,1,0,0,0,2,42,101,030200,4008
147,133,26,78,0,8,0,21,14,42,101,030200,4009
134,126,20,68,0,0,0,38,8,42,101,030200,4011
170,160,30,73,0,0,0,57,10,42,101,030200,4012
126,125,18,81,0,2,0,24,1,42,101,030200,4013
159,122,24,59,0,1,0,38,37,42,101,030200,4014
80,67,14,41,0,3,0,9,13,42,101,030200,4015
116,113,70,34,0,2,0,7,3,42,101,007900,4002
102,96,43,46,0,7,0,0,6,42,101,007900,4003
139,121,90,19,0,12,0,0,18,42,101,007900,4004
169,160,94,57,0,8,0,1,9,42,101,007900,4005
166,153,66,81,0,6,0,0,13,42,101,008000,1000
21,17,11,2,0,4,0,0,4,42,101,008000,1001
135,120,50,64,0,4,0,2,15,42,101,008000,1002
141,133,32,85,2,9,0,5,8,42,101,008000,1003
140,125,40,74,2,3,0,6,15,42,101,008000,1004
133,125,41,79,0,2,0,3,8,42,101,008000,1005
169,169,99,66,1,0,0,3,0,42,101,008000,1006
138,136,60,69,0,2,0,5,2,42,101,008000,2000
108,98,35,60,0,2,0,1,10,42,101,008000,2001
134,122,50,70,0,2,0,0,12,42,101,008000,2002
127,123,45,61,2,12,0,3,4,42,101,008000,2003
120,106,54,50,0,2,0,0,14,42,101,008000,2004
102,97,33,60,0,0,0,4,5,42,101,008000,2005
84,80,35,45,0,0,0,0,4,42,101,008000,2006
99,93,17,74,0,2,0,0,6,42,101,008000,3000
84,75,7,64,0,4,0,0,9,42,101,008000,3001
108,103,8,87,0,3,0,5,5,42,101,008000,3002
116,112,21,83,0,3,0,5,4,42,101,008000,3003
85,82,18,59,1,1,0,3,3,42,101,008000,3004
117,115,22,90,2,1,0,0,2,42,101,008000,3005
0,0,0,0,0,0,0,0,0,42,101,008000,4000
86,79,9,60,0,8,0,2,7,42,101,008000,4001
95,93,11,79,1,0,0,2,2,42,101,008000,4002
98,93,10,82,0,1,0,0,5,42,101,008000,4003
92,86,19,65,0,0,0,2,6,42,101,008000,4004
57,54,17,34,0,1,0,2,3,42,101,008000,4005
0,0,0,0,0,0,0,0,0,42,101,008000,4006
111,105,70,10,0,25,0,0,6,42,101,008601,2012
50,48,12,13,0,17,0,6,2,42,101,008601,2009
200,186,137,25,0,24,0,0,14,42,101,008601,2010
115,103,77,2,0,18,0,6,12,42,101,008601,2011
179,158,100,39,0,14,0,5,21,42,101,008601,2013
40,30,0,21,0,0,0,9,10,42,101,008602,1000
86,82,8,70,1,3,0,0,4,42,101,008602,1001
64,61,19,31,0,11,0,0,3,42,101,008602,1002
16,12,5,7,0,0,0,0,4,42,101,008602,1003
0,0,0,0,0,0,0,0,0,42,101,008602,1004
0,0,0,0,0,0,0,0,0,42,101,008602,1005
23,12,1,8,0,3,0,0,11,42,101,008602,1006
36,27,6,17,1,3,0,0,9,42,101,008602,1007
54,52,1,44,1,3,0,3,2,42,101,008602,1008
10,7,0,6,0,1,0,0,3,42,101,008602,1009
0,0,0,0,0,0,0,0,0,42,101,008602,1010
223,211,69,102,0,33,0,7,12,42,101,008602,1011
112,107,19,12,0,68,0,8,5,42,101,016300,3013
53,49,9,23,2,4,0,11,4,42,101,016300,3014
87,87,0,84,0,3,0,0,0,42,101,016702,2004
82,79,8,67,1,0,0,3,3,42,101,016702,2001
41,40,0,40,0,0,0,0,1,42,101,016702,2002
87,86,0,76,0,7,0,3,1,42,101,016702,2003
99,94,4,90,0,0,0,0,5,42,101,016702,2005
9,8,0,8,0,0,0,0,1,42,101,016702,2006
39,38,0,34,0,0,0,4,1,42,101,016702,2007
1,1,0,0,0,0,0,1,0,42,101,016702,3000
48,45,0,44,0,1,0,0,3,42,101,016702,3001
58,53,1,52,0,0,0,0,5,42,101,016702,3002
0,0,0,0,0,0,0,0,0,42,101,016702,3003
25,23,0,21,1,0,0,1,2,42,101,016702,3004
0,0,0,0,0,0,0,0,0,42,101,016702,3005
0,0,0,0,0,0,0,0,0,42,101,016702,3006
46,46,0,46,0,0,0,0,0,42,101,016702,3007
24,24,0,23,1,0,0,0,0,42,101,016702,3008
28,25,0,23,0,0,0,2,3,42,101,016702,3009
19,18,0,15,0,1,0,2,1,42,101,016702,3010
42,42,4,35,0,2,0,1,0,42,101,016702,3011
33,33,0,26,0,6,0,1,0,42,101,016702,3012
53,53,1,52,0,0,0,0,0,42,101,016702,3013
22,22,1,21,0,0,0,0,0,42,101,016702,3014
110,104,26,69,0,9,0,0,6,42,101,016702,3015
71,71,6,63,0,1,0,1,0,42,101,016702,3016
40,38,8,29,1,0,0,0,2,42,101,016702,3017
37,33,4,28,0,0,0,1,4,42,101,016702,3018
50,43,10,31,0,0,0,2,7,42,101,016702,4000
102,97,15,76,1,1,0,4,5,42,101,016702,4001
102,101,10,91,0,0,0,0,1,42,101,016702,4002
76,72,14,45,0,10,0,3,4,42,101,016702,4003
38,38,6,31,0,0,0,1,0,42,101,016702,4004
96,95,18,67,0,6,0,4,1,42,101,016702,4005
59,59,0,52,1,0,0,6,0,42,101,016702,4006
52,52,7,35,0,0,0,10,0,42,101,016702,4007
0,0,0,0,0,0,0,0,0,42,101,018300,3002
41,40,39,0,0,1,0,0,1,42,101,018300,2010
0,0,0,0,0,0,0,0,0,42,101,018300,3000
0,0,0,0,0,0,0,0,0,42,101,018300,3001
0,0,0,0,0,0,0,0,0,42,101,018300,3003
30,29,29,0,0,0,0,0,1,42,101,018300,3004
0,0,0,0,0,0,0,0,0,42,101,018300,3005
0,0,0,0,0,0,0,0,0,42,101,018300,3006
0,0,0,0,0,0,0,0,0,42,101,018300,3007
0,0,0,0,0,0,0,0,0,42,101,018300,3008
111,109,109,0,0,0,0,0,2,42,101,018300,3009
13,10,2,1,0,0,0,7,3,42,101,015600,1006
121,114,79,5,1,4,0,25,7,42,101,015600,1007
40,36,20,3,0,0,0,13,4,42,101,015600,1008
74,70,20,19,0,1,0,30,4,42,101,015600,1009
28,25,15,0,1,1,0,8,3,42,101,015600,1010
0,0,0,0,0,0,0,0,0,42,101,015600,1011
37,35,22,5,1,0,0,7,2,42,101,015600,1012
0,0,0,0,0,0,0,0,0,42,101,015600,1013
21,18,6,3,0,4,0,5,3,42,101,015600,1014
118,118,88,18,0,2,0,10,0,42,101,015600,1015
281,253,172,43,0,21,0,17,28,42,101,014400,2006
0,0,0,0,0,0,0,0,0,42,101,014400,2003
27,21,8,7,0,1,0,5,6,42,101,014400,2004
7,1,0,1,0,0,0,0,6,42,101,014400,2005
39,34,20,9,0,0,0,5,5,42,101,014400,2007
93,78,42,17,1,0,0,18,15,42,101,014400,2008
105,101,43,53,0,0,0,5,4,42,101,014400,2009
65,61,39,18,0,0,0,4,4,42,101,014400,2010
65,55,30,14,0,6,0,5,10,42,101,014400,2011
66,63,45,14,1,1,0,2,3,42,101,014400,2012
144,135,106,18,0,7,0,4,9,42,101,014400,2013
27,25,18,4,2,0,0,1,2,42,101,014400,2014
16,13,7,6,0,0,0,0,3,42,101,014400,2015
60,54,49,4,0,0,0,1,6,42,101,014400,3000
142,140,125,7,0,8,0,0,2,42,101,014400,3001
86,76,41,10,2,23,0,0,10,42,101,014400,3002
81,78,66,2,1,4,0,5,3,42,101,014400,3003
64,61,49,9,0,3,0,0,3,42,101,014400,3004
64,53,42,0,1,8,0,2,11,42,101,014400,3005
30,28,24,1,1,0,0,2,2,42,101,014400,3006
0,0,0,0,0,0,0,0,0,42,101,014400,3007
0,0,0,0,0,0,0,0,0,42,101,014400,3008
69,62,50,3,0,2,0,7,7,42,101,014400,3009
55,51,46,1,0,4,0,0,4,42,101,014400,3010
21,21,18,3,0,0,0,0,0,42,101,014400,3011
18,9,6,0,0,0,0,3,9,42,101,014400,3012
20,16,11,2,0,2,0,1,4,42,101,014400,3013
35,32,17,4,0,10,0,1,3,42,101,014400,3014
69,68,54,8,0,5,0,1,1,42,101,014400,3015
64,62,43,0,0,18,0,1,2,42,101,014400,3016
90,85,66,6,1,12,0,0,5,42,101,014400,3017
51,48,40,1,0,0,0,7,3,42,101,014400,3018
63,63,56,1,0,2,0,4,0,42,101,014400,3019
91,81,70,2,0,9,0,0,10,42,101,014400,3020
73,67,51,7,0,3,0,6,6,42,101,014400,3021
73,72,2,44,0,18,0,8,1,42,101,027100,1004
0,0,0,0,0,0,0,0,0,42,101,027100,1001
110,104,81,12,0,7,0,4,6,42,101,000600,2009
4,2,2,0,0,0,0,0,2,42,101,000600,2010
0,0,0,0,0,0,0,0,0,42,101,000600,2011
181,167,126,11,0,30,0,0,14,42,101,000701,1000
44,43,30,4,0,9,0,0,1,42,101,000701,1001
16,14,12,0,0,2,0,0,2,42,101,000701,1002
32,31,28,0,0,2,1,0,1,42,101,000701,1003
370,346,295,15,1,34,0,1,24,42,101,000701,1004
9,8,4,0,1,2,0,1,1,42,101,000701,1005
563,534,419,61,0,49,0,5,29,42,101,000701,2000
19,14,5,8,0,1,0,0,5,42,101,000701,2001
248,244,217,5,0,18,0,4,4,42,101,000701,2002
195,181,134,14,1,31,0,1,14,42,101,000701,3000
277,266,172,8,1,78,0,7,11,42,101,000701,3001
29,28,26,0,0,2,0,0,1,42,101,000701,3002
186,179,125,10,0,44,0,0,7,42,101,000701,3003
16,15,15,0,0,0,0,0,1,42,101,000701,3004
0,0,0,0,0,0,0,0,0,42,101,000701,3005
16,8,4,1,0,3,0,0,8,42,101,000701,3006
116,108,84,1,0,23,0,0,8,42,101,000701,3007
139,138,88,0,2,43,0,5,1,42,101,000701,3008
182,165,127,13,1,20,0,4,17,42,101,000701,3009
122,116,93,2,0,18,0,3,6,42,101,000702,1000
14,12,9,2,0,0,0,1,2,42,101,000702,1001
330,329,293,15,0,18,0,3,1,42,101,000702,1002
45,40,22,10,0,5,0,3,5,42,101,000702,1003
173,165,136,1,0,25,0,3,8,42,101,000702,1004
59,54,2,52,0,0,0,0,5,42,101,003600,3021
66,64,0,60,0,2,0,2,2,42,101,003600,3018
64,62,4,56,1,0,0,1,2,42,101,003600,3019
53,51,3,45,0,1,0,2,2,42,101,003600,3020
0,0,0,0,0,0,0,0,0,42,101,003600,3022
0,0,0,0,0,0,0,0,0,42,101,003600,3023
19,16,9,7,0,0,0,0,3,42,101,003600,3024
3,0,0,0,0,0,0,0,3,42,101,003600,3025
21,21,1,19,0,0,0,1,0,42,101,017300,3013
0,0,0,0,0,0,0,0,0,42,101,017300,3014
76,71,1,70,0,0,0,0,5,42,101,017300,3015
73,72,0,72,0,0,0,0,1,42,101,017300,3016
105,104,0,101,0,0,0,3,1,42,101,017300,3017
0,0,0,0,0,0,0,0,0,42,101,017300,3018
53,49,0,49,0,0,0,0,4,42,101,017300,3019
0,0,0,0,0,0,0,0,0,42,101,017300,3020
18,16,0,14,0,0,0,2,2,42,101,017300,3021
86,82,0,79,0,0,0,3,4,42,101,017300,3022
39,39,0,39,0,0,0,0,0,42,101,017300,3023
0,0,0,0,0,0,0,0,0,42,101,017300,3024
71,68,1,67,0,0,0,0,3,42,101,017300,3025
71,67,1,66,0,0,0,0,4,42,101,017300,3026
0,0,0,0,0,0,0,0,0,42,101,037800,3010
0,0,0,0,0,0,0,0,0,42,101,037800,3007
0,0,0,0,0,0,0,0,0,42,101,037800,3008
0,0,0,0,0,0,0,0,0,42,101,037800,3009
0,0,0,0,0,0,0,0,0,42,101,037800,4000
0,0,0,0,0,0,0,0,0,42,101,037800,4001
0,0,0,0,0,0,0,0,0,42,101,037800,4002
0,0,0,0,0,0,0,0,0,42,101,037800,4003
0,0,0,0,0,0,0,0,0,42,101,037800,4004
0,0,0,0,0,0,0,0,0,42,101,037800,4005
0,0,0,0,0,0,0,0,0,42,101,037800,4006
0,0,0,0,0,0,0,0,0,42,101,037800,4007
0,0,0,0,0,0,0,0,0,42,101,037800,4008
0,0,0,0,0,0,0,0,0,42,101,037800,4009
0,0,0,0,0,0,0,0,0,42,101,037800,4010
0,0,0,0,0,0,0,0,0,42,101,037800,4011
0,0,0,0,0,0,0,0,0,42,101,037800,5000
0,0,0,0,0,0,0,0,0,42,101,037800,5001
49,48,40,2,1,2,0,3,1,42,101,037800,5002
22,17,12,5,0,0,0,0,5,42,101,037800,5003
25,20,17,0,1,0,0,2,5,42,101,037800,5004
26,25,23,1,1,0,0,0,1,42,101,037800,5005
39,36,25,9,0,0,0,2,3,42,101,037800,5006
34,24,21,0,0,0,0,3,10,42,101,037800,5007
0,0,0,0,0,0,0,0,0,42,101,037800,5008
9,0,0,0,0,0,0,0,9,42,101,037800,5009
0,0,0,0,0,0,0,0,0,42,101,037800,5010
0,0,0,0,0,0,0,0,0,42,101,037800,5011
23,23,19,0,2,0,0,2,0,42,101,037800,5012
51,50,42,0,0,2,0,6,1,42,101,037800,5013
22,18,18,0,0,0,0,0,4,42,101,037800,5014
0,0,0,0,0,0,0,0,0,42,101,037800,5015
0,0,0,0,0,0,0,0,0,42,101,037800,5016
0,0,0,0,0,0,0,0,0,42,101,037800,5017
0,0,0,0,0,0,0,0,0,42,101,000600,2003
9,9,8,0,0,1,0,0,0,42,101,000600,2005
1,1,1,0,0,0,0,0,0,42,101,000600,2006
30,22,14,0,0,5,0,3,8,42,101,000600,2007
95,87,77,4,0,5,0,1,8,42,101,000600,2008
0,0,0,0,0,0,0,0,0,42,101,003600,3026
0,0,0,0,0,0,0,0,0,42,101,003600,3027
76,71,11,0,1,59,0,0,5,42,101,003600,3028
81,79,31,21,0,27,0,0,2,42,101,003600,3029
62,62,25,22,0,13,0,2,0,42,101,003600,3030
42,41,0,38,0,0,0,3,1,42,101,003600,3031
0,0,0,0,0,0,0,0,0,42,101,003600,3032
0,0,0,0,0,0,0,0,0,42,101,003600,3033
82,80,56,4,0,11,0,9,2,42,101,031501,1006
58,55,37,5,0,10,0,3,3,42,101,031501,1007
0,0,0,0,0,0,0,0,0,42,101,031501,1009
140,133,67,12,0,30,0,24,7,42,101,031501,1010
70,61,19,3,0,23,0,16,9,42,101,031501,1011
150,140,75,5,0,49,0,11,10,42,101,031501,2000
151,139,69,13,3,35,0,19,12,42,101,031501,2001
149,143,81,1,2,32,1,26,6,42,101,031501,2002
173,167,88,7,0,51,0,21,6,42,101,031501,2003
126,115,63,11,0,31,2,8,11,42,101,031501,2004
161,155,71,29,0,33,0,22,6,42,101,031501,2005
150,140,74,8,0,42,0,16,10,42,101,031501,2006
139,126,71,7,0,31,0,17,13,42,101,031501,2007
111,103,79,0,0,15,0,9,8,42,101,031501,2008
157,149,90,15,1,24,0,19,8,42,101,031501,2009
144,128,55,20,0,32,0,21,16,42,101,031501,2010
117,107,62,15,0,18,0,12,10,42,101,031501,2011
104,98,52,12,0,13,0,21,6,42,101,031501,2012
192,187,109,18,0,37,0,23,5,42,101,031501,2013
139,139,70,16,0,31,0,22,0,42,101,031501,2014
61,58,9,25,1,0,0,23,3,42,101,030200,4016
69,67,17,34,1,0,1,14,2,42,101,030200,4017
128,118,26,53,0,7,0,32,10,42,101,030200,4018
118,104,23,62,0,11,0,8,14,42,101,030501,1000
20,13,3,6,0,3,0,1,7,42,101,030501,1001
53,39,2,13,0,12,0,12,14,42,101,030501,1002
85,75,32,18,0,3,0,22,10,42,101,030501,1003
118,97,19,52,0,9,0,17,21,42,101,030501,1004
89,74,14,42,0,6,0,12,15,42,101,030501,1005
105,90,11,49,0,17,0,13,15,42,101,030501,1006
146,128,35,45,0,21,0,27,18,42,101,030501,1007
171,162,25,112,1,22,0,2,9,42,101,030501,1008
139,123,29,71,0,17,0,6,16,42,101,030501,1009
38,33,11,10,0,0,0,12,5,42,101,030501,1010
28,23,1,22,0,0,0,0,5,42,101,030501,1011
25,17,0,16,0,1,0,0,8,42,101,030501,1012
113,105,14,76,0,10,0,5,8,42,101,030501,2000
114,98,4,80,0,0,0,14,16,42,101,030501,2001
110,92,13,51,1,11,0,16,18,42,101,030501,2002
102,89,18,50,1,7,0,13,13,42,101,030501,2003
107,91,12,42,0,16,0,21,16,42,101,030501,2004
107,92,16,51,2,0,0,23,15,42,101,030501,2005
117,102,11,64,0,7,0,20,15,42,101,030501,2006
97,88,16,45,0,8,0,19,9,42,101,030501,2007
124,113,18,68,0,14,0,13,11,42,101,030501,2008
133,130,11,64,1,22,0,32,3,42,101,030501,2009
15,10,0,4,0,5,0,1,5,42,101,031501,1008
143,133,64,15,0,36,0,18,10,42,101,031501,1005
36,33,12,17,0,2,0,2,3,42,101,008602,1012
80,72,33,34,0,5,0,0,8,42,101,008602,1013
77,73,34,33,0,5,0,1,4,42,101,008602,1014
300,283,55,148,0,67,0,13,17,42,101,008602,1015
94,77,35,19,0,19,0,4,17,42,101,008602,1016
83,78,30,35,1,12,0,0,5,42,101,008602,1017
22,20,6,10,0,4,0,0,2,42,101,008602,1018
233,222,69,124,2,25,0,2,11,42,101,008602,2000
163,149,29,111,0,9,0,0,14,42,101,008602,2001
86,83,39,37,0,3,0,4,3,42,101,008602,2002
174,171,69,92,0,5,0,5,3,42,101,008602,2003
157,151,102,49,0,0,0,0,6,42,101,008602,2004
183,165,29,130,0,6,0,0,18,42,101,008602,2005
68,62,27,32,0,3,0,0,6,42,101,008602,3000
162,153,54,94,0,2,0,3,9,42,101,008602,3001
196,192,38,139,0,7,0,8,4,42,101,008602,3002
155,145,26,105,2,6,0,6,10,42,101,008602,3003
106,103,27,65,1,8,0,2,3,42,101,008602,3004
27,17,4,7,0,0,0,6,10,42,101,017702,1008
65,46,10,10,3,0,0,23,19,42,101,017702,1005
0,0,0,0,0,0,0,0,0,42,101,017702,1006
0,0,0,0,0,0,0,0,0,42,101,017702,1007
17,16,3,0,2,0,0,11,1,42,101,017702,1009
31,22,0,0,1,8,0,13,9,42,101,017702,1010
72,62,15,5,3,1,0,38,10,42,101,017702,1011
72,63,7,11,7,0,0,38,9,42,101,017702,2000
81,71,10,23,0,0,0,38,10,42,101,017702,2001
92,78,10,11,4,1,0,52,14,42,101,017702,2002
75,66,17,9,0,0,0,40,9,42,101,017702,2003
43,30,3,7,0,0,0,20,13,42,101,017702,2004
56,52,9,10,1,0,0,32,4,42,101,017702,2005
69,63,18,8,0,8,1,28,6,42,101,017702,2006
78,71,16,4,5,1,0,45,7,42,101,017702,2007
59,58,22,4,0,12,0,20,1,42,101,017702,2008
29,25,11,3,1,0,0,10,4,42,101,017702,2009
67,62,21,19,1,1,0,20,5,42,101,017702,2010
47,41,11,12,0,0,1,17,6,42,101,017702,2011
